customerid,tenure_group,contract,paymentmethod,monthlycharges,total_revenue,churn_flag,risk_level,value_segment,lifecycle_stage
2267-FPIMA,4+ years,Month-to-month,Credit card (automatic),94.4,4720,0,Low Risk,High Value,Loyal (4y+)
1051-GEJLJ,0-1 year,Month-to-month,Mailed check,19.5,39,0,Low Risk,Low Value,New (0-1y)
9734-YWGEX,0-1 year,Month-to-month,Credit card (automatic),98.3,884.7,1,High Risk,Low Value,New (0-1y)
2719-BDAQO,1-2 years,Month-to-month,Electronic check,93.85,1595.45,1,High Risk,Mid Value,Growing (1-2y)
5285-MVEHD,4+ years,One year,Credit card (automatic),105.6,5913.6,0,Low Risk,High Value,Loyal (4y+)
0379-DJQHR,4+ years,Two year,Credit card (automatic),81.35,5450.45,0,Low Risk,High Value,Loyal (4y+)
0781-LKXBR,0-1 year,Month-to-month,Electronic check,100.5,904.5,1,High Risk,Low Value,New (0-1y)
5543-QDCRY,0-1 year,Month-to-month,Electronic check,56.4,225.6,0,Low Risk,Low Value,New (0-1y)
0297-RBCSG,1-2 years,One year,Bank transfer (automatic),65.35,1241.65,0,Low Risk,Mid Value,Growing (1-2y)
4694-PHWFW,0-1 year,Month-to-month,Mailed check,19.95,159.6,0,Low Risk,Low Value,New (0-1y)
0835-JKADZ,4+ years,Two year,Electronic check,111.25,7898.75,0,Low Risk,High Value,Loyal (4y+)
1907-UBQFC,0-1 year,Month-to-month,Electronic check,72.85,728.5,1,High Risk,Low Value,New (0-1y)
7508-SMHXL,1-2 years,Month-to-month,Credit card (automatic),89,1335,0,Low Risk,Mid Value,Growing (1-2y)
3865-YIOTT,4+ years,One year,Bank transfer (automatic),106.1,7639.2,0,Low Risk,High Value,Loyal (4y+)
5993-BQHEA,0-1 year,One year,Credit card (automatic),20.05,240.6,0,Low Risk,Low Value,New (0-1y)
6024-RUGGH,4+ years,Two year,Bank transfer (automatic),25.2,1814.4,0,Low Risk,Mid Value,Loyal (4y+)
6513-EECDB,0-1 year,Month-to-month,Electronic check,73.55,73.55,1,High Risk,Low Value,New (0-1y)
3956-CJUST,1-2 years,Month-to-month,Bank transfer (automatic),75.4,1734.2,0,Low Risk,Mid Value,Growing (1-2y)
4079-WWQQQ,4+ years,Two year,Bank transfer (automatic),65.55,4719.6,0,Low Risk,High Value,Loyal (4y+)
6103-BOCOU,2-4 years,Month-to-month,Electronic check,80.7,2098.2,0,Low Risk,Mid Value,Mature (2-4y)
5149-TGWDZ,1-2 years,One year,Mailed check,104.55,2195.55,0,Low Risk,Mid Value,Growing (1-2y)
7471-WNSUF,4+ years,One year,Bank transfer (automatic),24.15,1449,0,Low Risk,Mid Value,Loyal (4y+)
8942-DBMHZ,0-1 year,Month-to-month,Mailed check,20.45,245.4,0,Low Risk,Low Value,New (0-1y)
4301-VVZKA,1-2 years,Month-to-month,Electronic check,75.4,1206.4,0,Low Risk,Mid Value,Growing (1-2y)
9199-PWQVC,4+ years,One year,Credit card (automatic),79.7,5021.1,0,Low Risk,High Value,Loyal (4y+)
4824-GUCBY,1-2 years,Month-to-month,Electronic check,81.7,1797.4,0,Low Risk,Mid Value,Growing (1-2y)
5393-HJZSM,2-4 years,Month-to-month,Bank transfer (automatic),76.3,2441.6,0,Low Risk,Mid Value,Mature (2-4y)
7074-IEVOJ,0-1 year,Month-to-month,Electronic check,79.4,238.2,1,High Risk,Low Value,New (0-1y)
9625-QSTYE,1-2 years,Month-to-month,Electronic check,81.15,1054.95,1,High Risk,Mid Value,Growing (1-2y)
0862-PRCBS,4+ years,Two year,Credit card (automatic),103.75,7055,0,Low Risk,High Value,Loyal (4y+)
8812-ZRHFP,2-4 years,One year,Electronic check,86.45,2593.5,0,Low Risk,Mid Value,Mature (2-4y)
5146-CBVOE,1-2 years,Month-to-month,Bank transfer (automatic),75.1,1201.6,0,Low Risk,Mid Value,Growing (1-2y)
0454-OKRCT,2-4 years,Two year,Bank transfer (automatic),80.6,2659.8,0,Low Risk,Mid Value,Mature (2-4y)
5787-KXGIY,4+ years,Two year,Credit card (automatic),19.3,1389.6,0,Low Risk,Mid Value,Loyal (4y+)
4750-ZRXIU,0-1 year,Month-to-month,Electronic check,84.6,338.4,1,High Risk,Low Value,New (0-1y)
4198-VFOEA,0-1 year,One year,Mailed check,33.6,403.2,0,Low Risk,Low Value,New (0-1y)
6630-UJZMY,0-1 year,Month-to-month,Electronic check,83.25,333,0,Low Risk,Low Value,New (0-1y)
5709-LVOEQ,NULL,Two year,Mailed check,80.85,0,0,Low Risk,Low Value,New (0-1y)
6400-BWQKW,0-1 year,Month-to-month,Electronic check,79.05,474.3,1,High Risk,Low Value,New (0-1y)
2692-AQCPF,4+ years,One year,Credit card (automatic),108.05,7023.25,0,Low Risk,High Value,Loyal (4y+)
0347-UBKUZ,1-2 years,Month-to-month,Mailed check,19.9,298.5,0,Low Risk,Low Value,Growing (1-2y)
0835-DUUIQ,1-2 years,One year,Bank transfer (automatic),21.05,505.2,0,Low Risk,Low Value,Growing (1-2y)
0811-GSDTP,1-2 years,Month-to-month,Electronic check,30.15,391.95,0,Low Risk,Low Value,Growing (1-2y)
7567-ECMCM,1-2 years,Month-to-month,Credit card (automatic),79.85,1916.4,0,Low Risk,Mid Value,Growing (1-2y)
6115-ZTBFQ,4+ years,Two year,Bank transfer (automatic),65.5,4716,0,Low Risk,High Value,Loyal (4y+)
6353-BRMMA,4+ years,Month-to-month,Bank transfer (automatic),104.1,5621.4,0,Low Risk,High Value,Loyal (4y+)
6680-WKXRZ,0-1 year,Month-to-month,Bank transfer (automatic),74.4,223.2,1,High Risk,Low Value,New (0-1y)
6231-WFGFH,0-1 year,Month-to-month,Mailed check,20.5,82,0,Low Risk,Low Value,New (0-1y)
9904-EHEVJ,2-4 years,Month-to-month,Mailed check,91.35,2923.2,0,Low Risk,Mid Value,Mature (2-4y)
7028-DVOIQ,2-4 years,Month-to-month,Electronic check,99.05,3466.75,1,High Risk,High Value,Mature (2-4y)
6169-PPETC,2-4 years,Two year,Bank transfer (automatic),20.5,717.5,0,Low Risk,Low Value,Mature (2-4y)
4208-UFFGW,0-1 year,Month-to-month,Mailed check,44.95,89.9,1,High Risk,Low Value,New (0-1y)
8584-KMVXD,0-1 year,Month-to-month,Electronic check,75.6,604.8,0,Low Risk,Low Value,New (0-1y)
8467-WYNSR,1-2 years,Month-to-month,Mailed check,55.1,1212.2,0,Low Risk,Mid Value,Growing (1-2y)
0851-DFJKB,1-2 years,Month-to-month,Electronic check,58.95,884.25,0,Low Risk,Low Value,Growing (1-2y)
5382-SOYZL,1-2 years,Month-to-month,Electronic check,95.1,2092.2,0,Low Risk,Mid Value,Growing (1-2y)
9448-REEVD,0-1 year,Month-to-month,Credit card (automatic),44.7,44.7,1,High Risk,Low Value,New (0-1y)
3261-CQXOL,4+ years,Two year,Bank transfer (automatic),25.45,1806.95,0,Low Risk,Mid Value,Loyal (4y+)
8388-FYNPZ,0-1 year,Month-to-month,Electronic check,56.75,227,0,Low Risk,Low Value,New (0-1y)
4002-BQWPQ,2-4 years,Month-to-month,Bank transfer (automatic),81.75,2043.75,0,Low Risk,Mid Value,Mature (2-4y)
5651-YLPRD,2-4 years,Month-to-month,Electronic check,86.1,2755.2,0,Low Risk,Mid Value,Mature (2-4y)
2826-DXLQO,0-1 year,Month-to-month,Bank transfer (automatic),29.8,208.6,0,Low Risk,Low Value,New (0-1y)
4378-BZYFP,1-2 years,One year,Mailed check,20.5,348.5,0,Low Risk,Low Value,Growing (1-2y)
9489-UTFKA,0-1 year,Month-to-month,Bank transfer (automatic),60.9,487.2,0,Low Risk,Low Value,New (0-1y)
4849-PYRLQ,4+ years,Two year,Bank transfer (automatic),73.25,4102,0,Low Risk,High Value,Loyal (4y+)
9117-SHLZX,0-1 year,Month-to-month,Mailed check,45.7,45.7,1,High Risk,Low Value,New (0-1y)
9889-TMAHG,0-1 year,Month-to-month,Credit card (automatic),100.3,802.4,1,High Risk,Low Value,New (0-1y)
4541-RMRLG,0-1 year,Month-to-month,Electronic check,19.25,134.75,1,High Risk,Low Value,New (0-1y)
7764-BDPEE,0-1 year,Month-to-month,Mailed check,20.85,62.55,0,Low Risk,Low Value,New (0-1y)
3429-IFLEM,4+ years,Two year,Credit card (automatic),77.35,5491.85,0,Low Risk,High Value,Loyal (4y+)
3158-MOERK,0-1 year,Month-to-month,Electronic check,96,192,1,High Risk,Low Value,New (0-1y)
7294-TMAOP,0-1 year,Month-to-month,Electronic check,90.55,90.55,1,High Risk,Low Value,New (0-1y)
5002-GCQFH,4+ years,Month-to-month,Bank transfer (automatic),93.85,4598.65,0,Low Risk,High Value,Loyal (4y+)
0556-FJEGU,4+ years,Two year,Bank transfer (automatic),70.1,4065.8,0,Low Risk,High Value,Loyal (4y+)
8919-FYFQZ,2-4 years,Month-to-month,Electronic check,30.35,1335.4,1,High Risk,Mid Value,Mature (2-4y)
0604-THJFP,4+ years,Two year,Credit card (automatic),75.95,4481.05,0,Low Risk,High Value,Loyal (4y+)
2834-JRTUA,4+ years,Two year,Electronic check,108.05,7671.55,1,High Risk,High Value,Loyal (4y+)
5875-YPQFJ,0-1 year,Month-to-month,Electronic check,69.9,69.9,1,High Risk,Low Value,New (0-1y)
5879-SESNB,0-1 year,Month-to-month,Electronic check,75.25,827.75,0,Low Risk,Low Value,New (0-1y)
6646-QVXLR,4+ years,One year,Electronic check,103.75,6432.5,1,High Risk,High Value,Loyal (4y+)
6461-PPAXN,2-4 years,One year,Bank transfer (automatic),54.95,1923.25,0,Low Risk,Mid Value,Mature (2-4y)
3318-ISQFQ,1-2 years,Month-to-month,Bank transfer (automatic),19.5,390,0,Low Risk,Low Value,Growing (1-2y)
1106-HRLKZ,2-4 years,Two year,Mailed check,19.6,784,0,Low Risk,Low Value,Mature (2-4y)
2483-XSSMZ,2-4 years,One year,Electronic check,47.85,1866.15,0,Low Risk,Mid Value,Mature (2-4y)
8603-IJWDN,0-1 year,Month-to-month,Electronic check,86.6,86.6,1,High Risk,Low Value,New (0-1y)
8165-ZJRNM,4+ years,Two year,Bank transfer (automatic),23.75,1710,0,Low Risk,Mid Value,Loyal (4y+)
9369-XFEHK,2-4 years,Month-to-month,Bank transfer (automatic),80.6,2659.8,1,High Risk,Mid Value,Mature (2-4y)
2604-XVDAM,0-1 year,Month-to-month,Bank transfer (automatic),43.8,525.6,0,Low Risk,Low Value,New (0-1y)
3717-OFRTN,0-1 year,Month-to-month,Bank transfer (automatic),19.75,19.75,0,Low Risk,Low Value,New (0-1y)
9046-JBFWA,2-4 years,Month-to-month,Mailed check,19.15,517.05,0,Low Risk,Low Value,Mature (2-4y)
3280-NMUVX,2-4 years,One year,Credit card (automatic),19.6,666.4,0,Low Risk,Low Value,Mature (2-4y)
1206-EHBDD,4+ years,Two year,Bank transfer (automatic),80.3,4496.8,0,Low Risk,High Value,Loyal (4y+)
8361-LBRDI,4+ years,Two year,Credit card (automatic),24.35,1412.3,0,Low Risk,Mid Value,Loyal (4y+)
4883-KCPZJ,1-2 years,Two year,Credit card (automatic),25.25,555.5,0,Low Risk,Low Value,Growing (1-2y)
9108-EQPNQ,0-1 year,Two year,Credit card (automatic),26.1,261,0,Low Risk,Low Value,New (0-1y)
7277-KAMWT,1-2 years,Two year,Credit card (automatic),20,260,0,Low Risk,Low Value,Growing (1-2y)
3842-IYKUE,2-4 years,Month-to-month,Credit card (automatic),85.3,2985.5,1,High Risk,Mid Value,Mature (2-4y)
6641-XRPSU,2-4 years,Month-to-month,Credit card (automatic),70,2380,1,High Risk,Mid Value,Mature (2-4y)
1374-DMZUI,0-1 year,Month-to-month,Electronic check,94.3,377.2,1,High Risk,Low Value,New (0-1y)
2545-LXYVJ,4+ years,Two year,Bank transfer (automatic),20.7,1490.4,0,Low Risk,Mid Value,Loyal (4y+)
3234-VKACU,0-1 year,Month-to-month,Electronic check,70.3,140.6,0,Low Risk,Low Value,New (0-1y)
8357-EQXFO,0-1 year,Month-to-month,Electronic check,95.35,667.45,1,High Risk,Low Value,New (0-1y)
1989-PRJHP,2-4 years,Month-to-month,Electronic check,75.5,2038.5,1,High Risk,Mid Value,Mature (2-4y)
8120-JDCAM,0-1 year,Month-to-month,Mailed check,69.55,278.2,0,Low Risk,Low Value,New (0-1y)
8917-FAEMR,2-4 years,Two year,Mailed check,19.85,734.45,0,Low Risk,Low Value,Mature (2-4y)
7047-YXDMZ,1-2 years,Month-to-month,Mailed check,20,420,0,Low Risk,Low Value,Growing (1-2y)
2858-EIMXH,4+ years,One year,Credit card (automatic),95.85,5080.05,0,Low Risk,High Value,Loyal (4y+)
9524-EGPJC,1-2 years,Month-to-month,Electronic check,90.1,1621.8,1,High Risk,Mid Value,Growing (1-2y)
6993-OHLXR,0-1 year,Month-to-month,Electronic check,68.95,137.9,1,High Risk,Low Value,New (0-1y)
8818-XYFCQ,2-4 years,Month-to-month,Credit card (automatic),99.55,3185.6,1,High Risk,High Value,Mature (2-4y)
6419-ZTTLE,1-2 years,One year,Electronic check,20.75,477.25,0,Low Risk,Low Value,Growing (1-2y)
0929-HYQEW,0-1 year,Month-to-month,Mailed check,50.15,150.45,0,Low Risk,Low Value,New (0-1y)
6614-YOLAC,4+ years,Two year,Mailed check,58.65,4164.15,0,Low Risk,High Value,Loyal (4y+)
7426-RHZGU,0-1 year,Month-to-month,Bank transfer (automatic),95.9,863.1,0,Low Risk,Low Value,New (0-1y)
4065-JJAVA,0-1 year,Month-to-month,Electronic check,49.5,49.5,0,Low Risk,Low Value,New (0-1y)
4695-VADHF,1-2 years,Month-to-month,Electronic check,57.45,1034.1,1,High Risk,Mid Value,Growing (1-2y)
3863-IUBJR,0-1 year,One year,Credit card (automatic),53.65,643.8,1,High Risk,Low Value,New (0-1y)
7649-SIJJF,4+ years,Two year,Mailed check,80.1,5687.1,0,Low Risk,High Value,Loyal (4y+)
9361-YNQWJ,4+ years,One year,Bank transfer (automatic),24.4,1561.6,0,Low Risk,Mid Value,Loyal (4y+)
3748-FVMZZ,0-1 year,Month-to-month,Electronic check,40.05,160.2,0,Low Risk,Low Value,New (0-1y)
9391-TTOYH,1-2 years,Month-to-month,Mailed check,19.5,448.5,0,Low Risk,Low Value,Growing (1-2y)
1452-XRSJV,2-4 years,Month-to-month,Credit card (automatic),51.05,1990.95,0,Low Risk,Mid Value,Mature (2-4y)
3422-WJOYD,2-4 years,One year,Mailed check,54.35,1521.8,0,Low Risk,Mid Value,Mature (2-4y)
8242-SOQUO,0-1 year,Month-to-month,Electronic check,84.7,423.5,0,Low Risk,Low Value,New (0-1y)
7460-ITWWP,2-4 years,Month-to-month,Electronic check,86.1,3874.5,0,Low Risk,High Value,Mature (2-4y)
7147-AYBAA,2-4 years,Month-to-month,Mailed check,70.35,2602.95,0,Low Risk,Mid Value,Mature (2-4y)
7868-TMWMZ,4+ years,Two year,Bank transfer (automatic),110,6600,0,Low Risk,High Value,Loyal (4y+)
4822-RVYBB,0-1 year,Month-to-month,Electronic check,100.6,804.8,1,High Risk,Low Value,New (0-1y)
6732-FZUGP,2-4 years,One year,Credit card (automatic),94.9,4460.3,0,Low Risk,High Value,Mature (2-4y)
8436-BJUMM,2-4 years,Month-to-month,Electronic check,83.75,2177.5,1,High Risk,Mid Value,Mature (2-4y)
4184-TJFAN,0-1 year,Month-to-month,Mailed check,88.3,264.9,1,High Risk,Low Value,New (0-1y)
8329-GWVPJ,4+ years,Month-to-month,Bank transfer (automatic),69.75,3487.5,0,Low Risk,High Value,Loyal (4y+)
1352-VHKAJ,2-4 years,Month-to-month,Bank transfer (automatic),71.6,1933.2,0,Low Risk,Mid Value,Mature (2-4y)
4145-UQXUQ,0-1 year,Month-to-month,Electronic check,92.1,736.8,1,High Risk,Low Value,New (0-1y)
2632-TACXW,4+ years,Two year,Bank transfer (automatic),23.65,1466.3,0,Low Risk,Mid Value,Loyal (4y+)
8146-QQKZH,4+ years,Two year,Bank transfer (automatic),81.85,5811.35,0,Low Risk,High Value,Loyal (4y+)
1767-CJKBA,4+ years,Two year,Mailed check,25.1,1656.6,0,Low Risk,Mid Value,Loyal (4y+)
6445-TNRXS,4+ years,Two year,Bank transfer (automatic),114.7,7799.6,0,Low Risk,High Value,Loyal (4y+)
4581-LNWUM,1-2 years,Month-to-month,Electronic check,49.15,638.95,0,Low Risk,Low Value,Growing (1-2y)
4869-EPIUS,4+ years,One year,Electronic check,80.9,4530.4,0,Low Risk,High Value,Loyal (4y+)
9948-YPTDG,2-4 years,Month-to-month,Electronic check,79.45,3019.1,1,High Risk,High Value,Mature (2-4y)
1236-WFCDV,1-2 years,Month-to-month,Credit card (automatic),90.45,1266.3,1,High Risk,Mid Value,Growing (1-2y)
1915-OAKWD,1-2 years,One year,Bank transfer (automatic),19.3,308.8,0,Low Risk,Low Value,Growing (1-2y)
7296-PIXQY,1-2 years,Month-to-month,Electronic check,70.2,982.8,0,Low Risk,Low Value,Growing (1-2y)
4883-QICIH,2-4 years,Month-to-month,Bank transfer (automatic),69.75,2232,1,High Risk,Mid Value,Mature (2-4y)
3354-OADJP,0-1 year,One year,Bank transfer (automatic),54.25,434,0,Low Risk,Low Value,New (0-1y)
3524-WQDSG,2-4 years,Month-to-month,Bank transfer (automatic),99.3,4269.9,0,Low Risk,High Value,Mature (2-4y)
0810-DHDBD,4+ years,One year,Credit card (automatic),74,3848,0,Low Risk,High Value,Loyal (4y+)
4026-SKKHW,0-1 year,Month-to-month,Mailed check,50.25,150.75,0,Low Risk,Low Value,New (0-1y)
2829-HYVZP,2-4 years,One year,Mailed check,19.8,574.2,0,Low Risk,Low Value,Mature (2-4y)
8329-IBCTI,0-1 year,Month-to-month,Mailed check,19.65,19.65,1,High Risk,Low Value,New (0-1y)
1271-SJBGZ,0-1 year,Month-to-month,Electronic check,43.65,523.8,1,High Risk,Low Value,New (0-1y)
3845-JHAMY,1-2 years,Month-to-month,Credit card (automatic),35.5,568,0,Low Risk,Low Value,Growing (1-2y)
7013-PSXHK,2-4 years,One year,Mailed check,80.75,3230,0,Low Risk,High Value,Mature (2-4y)
5669-SRAIP,0-1 year,Month-to-month,Electronic check,39.5,197.5,1,High Risk,Low Value,New (0-1y)
5981-ITEMU,2-4 years,Month-to-month,Bank transfer (automatic),97.1,3884,1,High Risk,High Value,Mature (2-4y)
3486-NPGST,2-4 years,One year,Mailed check,19.55,703.8,0,Low Risk,Low Value,Mature (2-4y)
6941-PMGEP,0-1 year,Month-to-month,Electronic check,80,400,1,High Risk,Low Value,New (0-1y)
1624-WOIWJ,0-1 year,Month-to-month,Mailed check,84.7,847,1,High Risk,Low Value,New (0-1y)
2074-GKOWZ,0-1 year,Month-to-month,Bank transfer (automatic),89.55,179.1,1,High Risk,Low Value,New (0-1y)
0376-YMCJC,1-2 years,Month-to-month,Electronic check,90.6,2083.8,1,High Risk,Mid Value,Growing (1-2y)
6100-FJZDG,2-4 years,One year,Bank transfer (automatic),20.05,521.3,0,Low Risk,Low Value,Mature (2-4y)
4829-ZLJTK,4+ years,Two year,Electronic check,112.4,8092.8,0,Low Risk,High Value,Loyal (4y+)
1730-VFMWO,2-4 years,Month-to-month,Bank transfer (automatic),50.2,1706.8,0,Low Risk,Mid Value,Mature (2-4y)
7143-BQIBA,0-1 year,Month-to-month,Bank transfer (automatic),62.25,622.5,0,Low Risk,Low Value,New (0-1y)
3800-LYTRK,1-2 years,One year,Mailed check,55.7,779.8,0,Low Risk,Low Value,Growing (1-2y)
0634-SZPQA,1-2 years,Month-to-month,Bank transfer (automatic),90.05,2071.15,1,High Risk,Mid Value,Growing (1-2y)
9646-NMHXE,2-4 years,Two year,Mailed check,19.65,923.55,0,Low Risk,Low Value,Mature (2-4y)
7030-NJVDP,1-2 years,Month-to-month,Electronic check,89.25,2142,0,Low Risk,Mid Value,Growing (1-2y)
5536-RTPWK,4+ years,Month-to-month,Bank transfer (automatic),99.05,4853.45,1,High Risk,High Value,Loyal (4y+)
8883-GRDWQ,1-2 years,One year,Mailed check,54,1080,0,Low Risk,Mid Value,Growing (1-2y)
6166-ILMNY,0-1 year,Month-to-month,Bank transfer (automatic),69.75,139.5,1,High Risk,Low Value,New (0-1y)
3097-NNSPB,0-1 year,Month-to-month,Credit card (automatic),49.05,98.1,1,High Risk,Low Value,New (0-1y)
7771-ZONAT,1-2 years,Two year,Bank transfer (automatic),56.75,1248.5,0,Low Risk,Mid Value,Growing (1-2y)
0655-RBDUG,0-1 year,Month-to-month,Bank transfer (automatic),98.05,686.35,1,High Risk,Low Value,New (0-1y)
2111-DWYHN,0-1 year,Month-to-month,Mailed check,21.1,21.1,0,Low Risk,Low Value,New (0-1y)
4194-WHFCB,4+ years,Month-to-month,Bank transfer (automatic),96.65,5702.35,0,Low Risk,High Value,Loyal (4y+)
4121-AGSIN,4+ years,One year,Credit card (automatic),24.5,1421,0,Low Risk,Mid Value,Loyal (4y+)
4361-BKAXE,2-4 years,Month-to-month,Bank transfer (automatic),114.5,4694.5,1,High Risk,High Value,Mature (2-4y)
9845-PEEKO,4+ years,Two year,Credit card (automatic),79.2,4672.8,0,Low Risk,High Value,Loyal (4y+)
0455-XFASS,0-1 year,Month-to-month,Electronic check,69.55,208.65,0,Low Risk,Low Value,New (0-1y)
0301-KOBTQ,2-4 years,Two year,Bank transfer (automatic),20.05,641.6,0,Low Risk,Low Value,Mature (2-4y)
1751-NCDLI,2-4 years,Month-to-month,Electronic check,98.85,4547.1,0,Low Risk,High Value,Mature (2-4y)
4367-NUYAO,NULL,Two year,Mailed check,25.75,0,0,Low Risk,Low Value,New (0-1y)
9878-TNQGW,0-1 year,Month-to-month,Electronic check,80.95,161.9,1,High Risk,Low Value,New (0-1y)
9170-ARBTB,4+ years,One year,Credit card (automatic),19.6,1019.2,0,Low Risk,Mid Value,Loyal (4y+)
4441-NIHPT,1-2 years,Month-to-month,Electronic check,74.3,965.9,1,High Risk,Low Value,Growing (1-2y)
8999-BOHSE,0-1 year,Month-to-month,Bank transfer (automatic),89.7,986.7,1,High Risk,Low Value,New (0-1y)
7241-AJHFS,2-4 years,Month-to-month,Bank transfer (automatic),87.65,2804.8,0,Low Risk,Mid Value,Mature (2-4y)
7029-RPUAV,1-2 years,Month-to-month,Credit card (automatic),100.45,1707.65,1,High Risk,Mid Value,Growing (1-2y)
4546-FOKWR,1-2 years,Month-to-month,Credit card (automatic),74.75,1196,0,Low Risk,Mid Value,Growing (1-2y)
9036-CSKBW,4+ years,One year,Bank transfer (automatic),107.45,5479.95,0,Low Risk,High Value,Loyal (4y+)
5832-TRLPB,2-4 years,One year,Bank transfer (automatic),75.35,2185.15,0,Low Risk,Mid Value,Mature (2-4y)
8590-YFFQO,4+ years,Two year,Credit card (automatic),64.95,4546.5,0,Low Risk,High Value,Loyal (4y+)
8659-IOOPU,4+ years,Two year,Electronic check,100.45,7131.95,0,Low Risk,High Value,Loyal (4y+)
1338-CECEE,2-4 years,One year,Bank transfer (automatic),68.5,2808.5,0,Low Risk,Mid Value,Mature (2-4y)
7439-DKZTW,0-1 year,Month-to-month,Electronic check,80.55,80.55,0,Low Risk,Low Value,New (0-1y)
4646-QZXTF,0-1 year,Month-to-month,Bank transfer (automatic),81.25,568.75,0,Low Risk,Low Value,New (0-1y)
4607-CHPCA,2-4 years,One year,Electronic check,90.4,2260,1,High Risk,Mid Value,Mature (2-4y)
9742-XOKTS,4+ years,One year,Electronic check,89.55,5999.85,0,Low Risk,High Value,Loyal (4y+)
6921-OZMFH,0-1 year,Month-to-month,Mailed check,55.7,278.5,0,Low Risk,Low Value,New (0-1y)
9578-FOMUK,1-2 years,Month-to-month,Electronic check,24.8,372,0,Low Risk,Low Value,Growing (1-2y)
4712-UYOOI,1-2 years,Month-to-month,Electronic check,20,400,0,Low Risk,Low Value,Growing (1-2y)
8824-RWFXJ,0-1 year,Month-to-month,Mailed check,56.15,168.45,1,High Risk,Low Value,New (0-1y)
7722-CVFXN,4+ years,One year,Electronic check,105.2,5680.8,0,Low Risk,High Value,Loyal (4y+)
8717-VCTXJ,2-4 years,One year,Mailed check,19.55,821.1,0,Low Risk,Low Value,Mature (2-4y)
7363-QTBIW,0-1 year,Month-to-month,Electronic check,79.75,717.75,0,Low Risk,Low Value,New (0-1y)
4159-NAAIX,4+ years,Two year,Bank transfer (automatic),97.45,6139.35,0,Low Risk,High Value,Loyal (4y+)
0971-QIFJK,4+ years,Two year,Bank transfer (automatic),24.25,1673.25,0,Low Risk,Mid Value,Loyal (4y+)
9397-TZSHA,4+ years,Two year,Credit card (automatic),24.6,1697.4,0,Low Risk,Mid Value,Loyal (4y+)
3391-JSQEW,2-4 years,Month-to-month,Mailed check,50.15,2006,0,Low Risk,Mid Value,Mature (2-4y)
0343-QLUZP,4+ years,Two year,Bank transfer (automatic),39.6,2376,0,Low Risk,Mid Value,Loyal (4y+)
9763-PDTKK,0-1 year,Month-to-month,Bank transfer (automatic),94.4,377.6,1,High Risk,Low Value,New (0-1y)
2176-LVPNX,4+ years,Two year,Mailed check,89.85,6379.35,0,Low Risk,High Value,Loyal (4y+)
7627-JKIAZ,2-4 years,Month-to-month,Credit card (automatic),78.95,2921.15,1,High Risk,Mid Value,Mature (2-4y)
3312-UUMZW,2-4 years,Month-to-month,Credit card (automatic),98.85,3163.2,0,Low Risk,High Value,Mature (2-4y)
1271-UODNO,2-4 years,Two year,Credit card (automatic),53.85,2100.15,0,Low Risk,Mid Value,Mature (2-4y)
